Module	Section	Sample Name	Source
featureCounts	all_sections	SRX10864013	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX10864013_all.txt.summary
featureCounts	all_sections	SRX4105526	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105526_all.txt.summary
featureCounts	all_sections	SRX4105504	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105504_all.txt.summary
featureCounts	all_sections	SRX4105551	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105551_all.txt.summary
featureCounts	all_sections	SRX18913108	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX18913108_all.txt.summary
featureCounts	all_sections	SRX4105500	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105500_all.txt.summary
featureCounts	all_sections	SRX3159658	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3159658_all.txt.summary
featureCounts	all_sections	SRX4105544	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105544_all.txt.summary
featureCounts	all_sections	SRX3211312	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211312_all.txt.summary
featureCounts	all_sections	wt_LL_2	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/wt_LL_2_all.txt.summary
featureCounts	all_sections	SRX3211347	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211347_all.txt.summary
featureCounts	all_sections	SRX3211321	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211321_all.txt.summary
featureCounts	all_sections	SRX7119040	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX7119040_all.txt.summary
featureCounts	all_sections	SRX3159663	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3159663_all.txt.summary
featureCounts	all_sections	SRX15590299	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15590299_all.txt.summary
featureCounts	all_sections	SRX3176781	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176781_all.txt.summary
featureCounts	all_sections	SRX15590311	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15590311_all.txt.summary
featureCounts	all_sections	SRX11402693	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX11402693_all.txt.summary
featureCounts	all_sections	SRX15590307	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15590307_all.txt.summary
featureCounts	all_sections	SRX4105516	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105516_all.txt.summary
featureCounts	all_sections	SRX3211356	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211356_all.txt.summary
featureCounts	all_sections	SRX359380	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX359380_all.txt.summary
featureCounts	all_sections	SRX4105540	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105540_all.txt.summary
featureCounts	all_sections	SRX3312476	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312476_all.txt.summary
featureCounts	all_sections	SRX3172763	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3172763_all.txt.summary
featureCounts	all_sections	SRX3312483	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312483_all.txt.summary
featureCounts	all_sections	SRX4105521	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105521_all.txt.summary
featureCounts	all_sections	SRX3312480	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312480_all.txt.summary
featureCounts	all_sections	SRX10864008	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX10864008_all.txt.summary
featureCounts	all_sections	SRX259790	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX259790_all.txt.summary
featureCounts	all_sections	SRX4105535	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105535_all.txt.summary
featureCounts	all_sections	km_dark_4h_1	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/km_dark_4h_1_all.txt.summary
featureCounts	all_sections	SRX3312473	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312473_all.txt.summary
featureCounts	all_sections	light_0110_KO_1	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/light_0110_KO_1_all.txt.summary
featureCounts	all_sections	SRX3176782	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176782_all.txt.summary
featureCounts	all_sections	SRX3211316	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211316_all.txt.summary
featureCounts	all_sections	SRX4105527	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105527_all.txt.summary
featureCounts	all_sections	dark_4h_1684_KO_2	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/dark_4h_1684_KO_2_all.txt.summary
featureCounts	all_sections	SRX3211339	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211339_all.txt.summary
